Date,VIX_OPEN,VIX_HIGH,VIX_LOW,VIX_CLOSE,VIX_ADJ_CLOSE,VIX_VOLUME,VIX_DAILY_RETURNS
2017-12-01,11.1899995803833,14.579999923706055,10.539999961853027,11.430000305175781,11.430000305175781,0,
2017-12-04,11.050000190734863,11.859999656677246,10.260000228881836,11.680000305175781,11.680000305175781,0,2.187226538277476
2017-12-05,11.380000114440918,11.670000076293945,10.649999618530273,11.329999923706055,11.329999923706055,0,-2.996578530178895
2017-12-06,11.630000114440918,11.680000305175781,10.859999656677246,11.020000457763672,11.020000457763672,0,-2.7360941573685515
2017-12-07,10.899999618530273,11.319999694824219,10.119999885559082,10.15999984741211,10.15999984741211,0,-7.803997954879261
2017-12-08,10.0,10.0600004196167,9.430000305175781,9.579999923706055,9.579999923706055,0,-5.708660752133654
2017-12-11,9.739999771118164,10.079999923706055,9.279999732971191,9.34000015258789,9.34000015258789,0,-2.5052168374686046
2017-12-12,9.359999656677246,9.920000076293945,9.210000038146973,9.920000076293945,9.920000076293945,0,6.209849188764216
2017-12-13,9.779999732971191,10.210000038146973,9.649999618530273,10.180000305175781,10.180000305175781,0,2.6209700290543703
2017-12-14,9.979999542236328,10.539999961853027,9.779999732971191,10.489999771118164,10.489999771118164,0,3.045181303037592
2017-12-15,10.119999885559082,10.199999809265137,9.220000267028809,9.420000076293945,9.420000076293945,0,-10.200187971121032
2017-12-18,9.460000038146973,9.890000343322754,9.239999771118164,9.529999732971191,9.529999732971191,0,1.167724583719143
2017-12-19,9.399999618530273,10.149999618530273,9.180000305175781,10.029999732971191,10.029999732971191,0,5.246589863692619
2017-12-20,9.6899995803833,9.850000381469727,8.899999618530273,9.720000267028809,9.720000267028809,0,-3.0907225742323297
2017-12-21,9.59000015258789,9.859999656677246,9.199999809265137,9.619999885559082,9.619999885559082,0,-1.0288104806842169
2017-12-22,9.369999885559082,10.180000305175781,9.350000381469727,9.899999618530273,9.899999618530273,0,2.9106001694605865
2017-12-26,10.1899995803833,10.460000038146973,10.130000114440918,10.25,10.25,0,3.5353575248085356
2017-12-27,10.039999961853027,10.789999961853027,9.710000038146973,10.470000267028809,10.470000267028809,0,2.1463440685737467
2017-12-28,10.289999961853027,10.4399995803833,10.069999694824219,10.180000305175781,10.180000305175781,0,-2.769818094143406
2017-12-29,10.029999732971191,11.0600004196167,9.949999809265137,11.039999961853027,11.039999961853027,0,8.447933505856575
2018-01-02,10.949999809265137,11.069999694824219,9.520000457763672,9.770000457763672,9.770000457763672,0,-11.503618736210486
2018-01-03,9.5600004196167,9.649999618530273,8.9399995803833,9.149999618530273,9.149999618530273,0,-6.345965303826762
2018-01-04,9.010000228881836,9.3100004196167,8.920000076293945,9.220000267028809,9.220000267028809,0,0.7650344417148736
2018-01-05,9.100000381469727,9.539999961853027,9.0,9.220000267028809,9.220000267028809,0,0.0
2018-01-08,9.609999656677246,9.890000343322754,9.319999694824219,9.520000457763672,9.520000457763672,0,3.253798069916325
2018-01-09,9.40999984741211,10.09000015258789,9.369999885559082,10.079999923706055,10.079999923706055,0,5.882347048478298
2018-01-10,10.109999656677246,10.850000381469727,9.819999694824219,9.819999694824219,9.819999694824219,0,-2.5793673695410413
2018-01-11,9.6899995803833,10.020000457763672,9.619999885559082,9.880000114440918,9.880000114440918,0,0.6110022554106864
2018-01-12,9.739999771118164,10.3100004196167,9.539999961853027,10.15999984741211,10.15999984741211,0,2.83400536161873
2018-01-16,10.420000076293945,12.40999984741211,10.399999618530273,11.65999984741211,11.65999984741211,0,14.763779749288775
2018-01-17,11.350000381469727,12.8100004196167,11.180000305175781,11.90999984741211,11.90999984741211,0,2.1440823608199766
2018-01-18,12.010000228881836,12.399999618530273,11.619999885559082,12.220000267028809,12.220000267028809,0,2.6028583004898964
2018-01-19,12.300000190734863,12.329999923706055,11.180000305175781,11.270000457763672,11.270000457763672,0,-7.774139022143589
2018-01-22,11.59000015258789,11.619999885559082,10.84000015258789,11.029999732971191,11.029999732971191,0,-2.129553815831031
2018-01-23,10.770000457763672,11.569999694824219,10.760000228881836,11.100000381469727,11.100000381469727,0,0.6346387143536081
2018-01-24,11.0,12.1899995803833,10.890000343322754,11.470000267028809,11.470000267028809,0,3.333332187778648
2018-01-25,11.270000457763672,12.010000228881836,11.199999809265137,11.579999923706055,11.579999923706055,0,0.959020524118448
2018-01-26,11.399999618530273,11.600000381469727,11.079999923706055,11.079999923706055,11.079999923706055,0,-4.317789320329979
2018-01-29,11.710000038146973,13.84000015258789,11.680000305175781,13.84000015258789,13.84000015258789,0,24.90974952966125
2018-01-30,13.930000305175781,15.420000076293945,13.880000114440918,14.789999961853027,14.789999961853027,0,6.864160395890595
2018-01-31,14.229999542236328,14.4399995803833,13.40999984741211,13.539999961853027,13.539999961853027,0,-8.451656546477693
2018-02-01,13.050000190734863,14.300000190734863,12.5,13.470000267028809,13.470000267028809,0,-0.5169844536294876
2018-02-02,13.640000343322754,17.860000610351562,13.640000343322754,17.309999465942383,17.309999465942383,0,28.50778858789582
2018-02-05,18.440000534057617,38.79999923706055,16.799999237060547,37.31999969482422,37.31999969482422,0,115.59792516603906
2018-02-06,37.31999969482422,50.29999923706055,22.420000076293945,29.979999542236328,29.979999542236328,0,-19.667739047719902
2018-02-07,31.3799991607666,31.639999389648438,21.170000076293945,27.729999542236328,27.729999542236328,0,-7.505003450150694
2018-02-08,27.290000915527344,36.16999816894531,24.40999984741211,33.459999084472656,33.459999084472656,0,20.663539981343337
2018-02-09,32.18000030517578,41.060001373291016,27.729999542236328,29.059999465942383,29.059999465942383,0,-13.15002910616373
2018-02-12,27.25,29.700000762939453,24.420000076293945,25.610000610351562,25.610000610351562,0,-11.87198526838975
2018-02-13,26.940000534057617,27.81999969482422,24.469999313354492,24.969999313354492,24.969999313354492,0,-2.4990288236790614
2018-02-14,23.479999542236328,25.719999313354492,18.989999771118164,19.260000228881836,19.260000228881836,0,-22.867437891433283
2018-02-15,18.389999389648438,20.65999984741211,17.600000381469727,19.1299991607666,19.1299991607666,0,-0.6749795772083567
